FID,objectid,cod_origem,nome_orige,nivel_orig,classe_ori,multipolar,cod_destin,nome_desti,nivel_dest,classe_des,cod_1a,nome_1a,cod_1b,mome_1b,cod_1c,nome_1c,cod_2a,nome_2a,cod_2b,nome_2b,cod_2c,nome_2c,cod_3a,nome_3a,cod_3b,nome_3b,cod_4a,nome_4a,cod_4b,nome_4b,cod_s1,nome_s1,nivel_s1,cod_s2,nome_s2,nivel_s2,cod_s3,nome_s3,nivel_s3,cod_s4,nome_s4,nivel_s4,cod_s5,nome_s5,nivel_s5,cod_s6,nome_s6,nivel_s6,the_geom
RedeUrbanaSintese_Regic2007.149,149,220695,Novo Santo Ant�nio,5,Centro Local,n�o,220030,Alto Long�,4b,Centro de Zona B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,220030,Alto Long�,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220030,Alto Long�,4b,0,,,,,,,,,"MULTILINESTRING ((-41.93337998372314 -5.288387081742583, -42.21038225558621 -5.251386633634931))"
RedeUrbanaSintese_Regic2007.150,150,211090,S�o Francisco do Maranh�o,5,Centro Local,n�o,220050,Amarante,4b,Centro de Zona B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,220050,Amarante,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220050,Amarante,4b,0,,,,,,,,,"MULTILINESTRING ((-42.85738825542057 -6.251393600988687, -42.85538823186711 -6.241393529415924))"
RedeUrbanaSintese_Regic2007.151,151,220177,Boa Hora,5,Centro Local,n�o,220120,Barras,4b,Centro de Zona B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,220120,Barras,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220120,Barras,4b,0,,,,,,,,,"MULTILINESTRING ((-42.08638076072516 -4.411380354387678, -42.296382412253145 -4.247378999576458))"
RedeUrbanaSintese_Regic2007.152,152,220217,Campo Largo do Piau�,5,Centro Local,n�o,220120,Barras,4b,Centro de Zona B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,220120,Barras,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220120,Barras,4b,0,,,,,,,,,"MULTILINESTRING ((-42.629384945464835 -3.812375528953733, -42.296382412253145 -4.247378999576458))"
RedeUrbanaSintese_Regic2007.153,153,220680,Nossa Senhora dos Rem�dios,5,Centro Local,n�o,220120,Barras,4b,Centro de Zona B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,220120,Barras,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220120,Barras,4b,0,,,,,,,,,"MULTILINESTRING ((-42.62138495644294 -3.9793768047049745, -42.296382412253145 -4.247378999576458))"
RedeUrbanaSintese_Regic2007.154,154,220850,Porto,5,Centro Local,n�o,220120,Barras,4b,Centro de Zona B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,220120,Barras,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220120,Barras,4b,0,,,,,,,,,"MULTILINESTRING ((-42.710385646512904 -3.8933761089147234, -42.296382412253145 -4.247378999576458))"
RedeUrbanaSintese_Regic2007.155,155,220045,Alvorada do Gurgu�ia,5,Centro Local,n�o,220190,Bom Jesus,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220190,Bom Jesus,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220190,Bom Jesus,4a,0,,,,,,,,,"MULTILINESTRING ((-43.777397676567325 -8.42440826103283, -44.35940308756605 -9.074412098185443))"
RedeUrbanaSintese_Regic2007.156,156,220275,Col�nia do Gurgu�ia,5,Centro Local,n�o,220190,Bom Jesus,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220190,Bom Jesus,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220190,Bom Jesus,4a,0,,,,,,,,,"MULTILINESTRING ((-43.79239755470797 -8.182406565649657, -44.35940308756605 -9.074412098185443))"
RedeUrbanaSintese_Regic2007.157,157,220310,Cristino Castro,5,Centro Local,n�o,220190,Bom Jesus,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220190,Bom Jesus,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220190,Bom Jesus,4a,0,,,,,,,,,"MULTILINESTRING ((-44.224401715353906 -8.818410504208265, -44.35940308756605 -9.074412098185443))"
RedeUrbanaSintese_Regic2007.158,158,150543,Ouril�ndia do Norte,5,Centro Local,sim,150808,Tucum�,4b,Centro de Zona B,,,0,,150140,ACP de Bel�m,0,,0,,150420,Marab�,150613,Reden��o,0,,0,,150808,Tucum�,150140,ACP de Bel�m,1c,150420,Marab�,2c,150613,Reden��o,3a,150808,Tucum�,4b,,,,,,,"MULTILINESTRING ((-51.084451963197296 -6.75539015794417, -51.161452506675815 -6.748390043380451))"
RedeUrbanaSintese_Regic2007.159,159,220320,Curimat�,4b,Centro de Zona B,n�o,220190,Bom Jesus,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220190,Bom Jesus,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220190,Bom Jesus,4a,0,,,,,,,,,"MULTILINESTRING ((-44.30640379138182 -10.03641862107564, -44.35940308756605 -9.074412098185443))"
RedeUrbanaSintese_Regic2007.160,160,220323,Currais,5,Centro Local,n�o,220190,Bom Jesus,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220190,Bom Jesus,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220190,Bom Jesus,4a,0,,,,,,,,,"MULTILINESTRING ((-44.411403432882004 -9.007411587375904, -44.35940308756605 -9.074412098185443))"
RedeUrbanaSintese_Regic2007.161,161,220660,Monte Alegre do Piau�,5,Centro Local,n�o,220190,Bom Jesus,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220190,Bom Jesus,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220190,Bom Jesus,4a,0,,,,,,,,,"MULTILINESTRING ((-45.30441146719398 -9.754415545134737, -44.35940308756605 -9.074412098185443))"
RedeUrbanaSintese_Regic2007.162,162,220740,Palmeira do Piau�,5,Centro Local,n�o,220190,Bom Jesus,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220190,Bom Jesus,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220190,Bom Jesus,4a,0,,,,,,,,,"MULTILINESTRING ((-44.23640171462835 -8.72740987053407, -44.35940308756605 -9.074412098185443))"
RedeUrbanaSintese_Regic2007.163,163,220870,Reden��o do Gurgu�ia,5,Centro Local,n�o,220190,Bom Jesus,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220190,Bom Jesus,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220190,Bom Jesus,4a,0,,,,,,,,,"MULTILINESTRING ((-44.58640539156746 -9.487414622659038, -44.35940308756605 -9.074412098185443))"
RedeUrbanaSintese_Regic2007.164,164,220930,Santa Luz,5,Centro Local,n�o,220190,Bom Jesus,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220190,Bom Jesus,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220190,Bom Jesus,4a,0,,,,,,,,,"MULTILINESTRING ((-44.129401094219006 -8.954411534070331, -44.35940308756605 -9.074412098185443))"
RedeUrbanaSintese_Regic2007.165,165,220194,Boqueir�o do Piau�,5,Centro Local,n�o,220220,Campo Maior,3b,Centro Subregional B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,220220,Campo Maior,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220220,Campo Maior,3b,0,,,,,,,,,"MULTILINESTRING ((-42.07438070073832 -4.487380938603814, -42.16938166934918 -4.828383473442668))"
RedeUrbanaSintese_Regic2007.166,166,220260,Castelo do Piau�,4b,Centro de Zona B,n�o,220220,Campo Maior,3b,Centro Subregional B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,220220,Campo Maior,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220220,Campo Maior,3b,0,,,,,,,,,"MULTILINESTRING ((-41.55337684360281 -5.322387570369729, -42.16938166934918 -4.828383473442668))"
RedeUrbanaSintese_Regic2007.167,167,220271,Cocal de Telha,5,Centro Local,n�o,220220,Campo Maior,3b,Centro Subregional B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,220220,Campo Maior,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220220,Campo Maior,3b,0,,,,,,,,,"MULTILINESTRING ((-41.9723798932888 -4.559381540842004, -42.16938166934918 -4.828383473442668))"
RedeUrbanaSintese_Regic2007.168,168,220527,Jatob� do Piau�,5,Centro Local,n�o,220220,Campo Maior,3b,Centro Subregional B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,220220,Campo Maior,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220220,Campo Maior,3b,0,,,,,,,,,"MULTILINESTRING ((-41.81837873037062 -4.771383236445504, -42.16938166934918 -4.828383473442668))"
RedeUrbanaSintese_Regic2007.169,169,150730,S�o F�lix do Xingu,5,Centro Local,sim,150808,Tucum�,4b,Centro de Zona B,,,0,,150140,ACP de Bel�m,0,,0,,150420,Marab�,150613,Reden��o,0,,0,,150808,Tucum�,150140,ACP de Bel�m,1c,150420,Marab�,2c,150613,Reden��o,3a,150808,Tucum�,4b,,,,,,,"MULTILINESTRING ((-51.99545832177326 -6.645388638764969, -51.161452506675815 -6.748390043380451))"
RedeUrbanaSintese_Regic2007.170,170,220675,Nossa Senhora de Nazar�,5,Centro Local,n�o,220220,Campo Maior,3b,Centro Subregional B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,220220,Campo Maior,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220220,Campo Maior,3b,0,,,,,,,,,"MULTILINESTRING ((-42.17338159496371 -4.631381979663381, -42.16938166934918 -4.828383473442668))"
RedeUrbanaSintese_Regic2007.171,171,221040,S�o Miguel do Tapuio,4b,Centro de Zona B,n�o,220220,Campo Maior,3b,Centro Subregional B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,220220,Campo Maior,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220220,Campo Maior,3b,0,,,,,,,,,"MULTILINESTRING ((-41.3233750342057 -5.504389091083046, -42.16938166934918 -4.828383473442668))"
RedeUrbanaSintese_Regic2007.172,172,221065,Sigefredo Pacheco,5,Centro Local,n�o,220220,Campo Maior,3b,Centro Subregional B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,220220,Campo Maior,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220220,Campo Maior,3b,0,,,,,,,,,"MULTILINESTRING ((-41.732378097593006 -4.918384401961515, -42.16938166934918 -4.828383473442668))"
RedeUrbanaSintese_Regic2007.173,173,220198,Brejo do Piau�,5,Centro Local,n�o,220230,Canto do Buriti,4b,Centro de Zona B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,220230,Canto do Buriti,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220230,Canto do Buriti,4b,0,,,,,,,,,"MULTILINESTRING ((-42.826389680457 -8.214407733427791, -42.944390551446396 -8.110406884507633))"
RedeUrbanaSintese_Regic2007.174,174,220360,Eliseu Martins,5,Centro Local,n�o,220230,Canto do Buriti,4b,Centro de Zona B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,220230,Canto do Buriti,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220230,Canto do Buriti,4b,0,,,,,,,,,"MULTILINESTRING ((-43.66439643019009 -8.097406099028756, -42.944390551446396 -8.110406884507633))"
RedeUrbanaSintese_Regic2007.175,175,220735,Paje� do Piau�,5,Centro Local,n�o,220230,Canto do Buriti,4b,Centro de Zona B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,220230,Canto do Buriti,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220230,Canto do Buriti,4b,0,,,,,,,,,"MULTILINESTRING ((-42.822389306279696 -7.856405199396663, -42.944390551446396 -8.110406884507633))"
RedeUrbanaSintese_Regic2007.176,176,221095,Tamboril do Piau�,5,Centro Local,n�o,220230,Canto do Buriti,4b,Centro de Zona B,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,0,,220230,Canto do Buriti,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220230,Canto do Buriti,4b,0,,,,,,,,,"MULTILINESTRING ((-42.91439058883905 -8.400408958184562, -42.944390551446396 -8.110406884507633))"
RedeUrbanaSintese_Regic2007.177,177,220110,Avelino Lopes,4b,Centro de Zona B,n�o,220290,Corrente,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220290,Corrente,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220290,Corrente,4a,0,,,,,,,,,"MULTILINESTRING ((-43.94940101513498 -10.13741973006555, -45.16241120718669 -10.443420226700901))"
RedeUrbanaSintese_Regic2007.178,178,220300,Cristal�ndia do Piau�,5,Centro Local,n�o,220290,Corrente,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220290,Corrente,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220290,Corrente,4a,0,,,,,,,,,"MULTILINESTRING ((-45.185411670521475 -10.653421559427853, -45.16241120718669 -10.443420226700901))"
RedeUrbanaSintese_Regic2007.179,179,220440,Gilbu�s,4b,Centro de Zona B,n�o,220290,Corrente,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220290,Corrente,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220290,Corrente,4a,0,,,,,,,,,"MULTILINESTRING ((-45.3444118824095 -9.832416009307323, -45.16241120718669 -10.443420226700901))"
RedeUrbanaSintese_Regic2007.180,180,150034,�gua Azul do Norte,5,Centro Local,sim,150840,Xinguara,4b,Centro de Zona B,,,0,,150140,ACP de Bel�m,0,,0,,150420,Marab�,150613,Reden��o,0,,0,,150840,Xinguara,150140,ACP de Bel�m,1c,150420,Marab�,2c,150613,Reden��o,3a,150840,Xinguara,4b,,,,,,,"MULTILINESTRING ((-50.46744755494092 -6.791390954213941, -49.94644404864154 -7.09539335628914))"
RedeUrbanaSintese_Regic2007.181,181,220760,Parnagu�,5,Centro Local,n�o,220290,Corrente,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220290,Corrente,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220290,Corrente,4a,0,,,,,,,,,"MULTILINESTRING ((-44.63940672400889 -10.22741947542928, -45.16241120718669 -10.443420226700901))"
RedeUrbanaSintese_Regic2007.182,182,220885,Riacho Frio,5,Centro Local,n�o,220290,Corrente,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220290,Corrente,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220290,Corrente,4a,0,,,,,,,,,"MULTILINESTRING ((-44.95340912179617 -10.125418413600404, -45.16241120718669 -10.443420226700901))"
RedeUrbanaSintese_Regic2007.183,183,220975,S�o Gon�alo do Gurgu�ia,5,Centro Local,n�o,220290,Corrente,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220290,Corrente,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220290,Corrente,4a,0,,,,,,,,,"MULTILINESTRING ((-45.303411802959225 -10.030417356149208, -45.16241120718669 -10.443420226700901))"
RedeUrbanaSintese_Regic2007.184,184,221062,Sebasti�o Barros,5,Centro Local,n�o,220290,Corrente,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220290,Corrente,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220290,Corrente,4a,0,,,,,,,,,"MULTILINESTRING ((-44.834409071704705 -10.817423085357209, -45.16241120718669 -10.443420226700901))"
RedeUrbanaSintese_Regic2007.185,185,220217,Campo Largo do Piau�,5,Centro Local,n�o,220370,Esperantina,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220370,Esperantina,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220370,Esperantina,4a,0,,,,,,,,,"MULTILINESTRING ((-42.629384945464835 -3.812375528953733, -42.234381738218225 -3.902376395442687))"
RedeUrbanaSintese_Regic2007.186,186,220540,Joaquim Pires,5,Centro Local,n�o,220370,Esperantina,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220370,Esperantina,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220370,Esperantina,4a,0,,,,,,,,,"MULTILINESTRING ((-42.19838127295739 -3.5083733842001004, -42.234381738218225 -3.902376395442687))"
RedeUrbanaSintese_Regic2007.187,187,220610,Matias Ol�mpio,5,Centro Local,n�o,220370,Esperantina,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220370,Esperantina,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220370,Esperantina,4a,0,,,,,,,,,"MULTILINESTRING ((-42.556384305008415 -3.7163748289904857, -42.234381738218225 -3.902376395442687))"
RedeUrbanaSintese_Regic2007.188,188,220667,Morro do Chap�u do Piau�,5,Centro Local,n�o,220370,Esperantina,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220370,Esperantina,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220370,Esperantina,4a,0,,,,,,,,,"MULTILINESTRING ((-42.31238231086122 -3.743375142354655, -42.234381738218225 -3.902376395442687))"
RedeUrbanaSintese_Regic2007.189,189,220997,S�o Jo�o do Arraial,5,Centro Local,n�o,220370,Esperantina,4a,Centro de Zona A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,0,,0,,220370,Esperantina,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220370,Esperantina,4a,0,,,,,,,,,"MULTILINESTRING ((-42.44638344686936 -3.819375664721111, -42.234381738218225 -3.902376395442687))"
RedeUrbanaSintese_Regic2007.190,190,210150,Bar�o de Graja�,5,Centro Local,n�o,220390,Floriano,3a,Centro Subregional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,220390,Floriano,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220390,Floriano,3a,0,,,,,,,,,"MULTILINESTRING ((-43.024390012951066 -6.756397140247491, -43.023390013336986 -6.76739722110237))"
RedeUrbanaSintese_Regic2007.191,191,150775,Sapucaia,5,Centro Local,sim,150840,Xinguara,4b,Centro de Zona B,,,0,,150140,ACP de Bel�m,0,,0,,150420,Marab�,150613,Reden��o,0,,0,,150840,Xinguara,150140,ACP de Bel�m,1c,150420,Marab�,2c,150613,Reden��o,3a,150840,Xinguara,4b,,,,,,,"MULTILINESTRING ((-49.6824419731903 -6.947392667890752, -49.94644404864154 -7.09539335628914))"
RedeUrbanaSintese_Regic2007.192,192,220080,Ant�nio Almeida,5,Centro Local,n�o,220390,Floriano,3a,Centro Subregional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,220390,Floriano,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220390,Floriano,3a,0,,,,,,,,,"MULTILINESTRING ((-44.1983999402537 -7.21939945582466, -43.023390013336986 -6.76739722110237))"
RedeUrbanaSintese_Regic2007.193,193,220100,Arraial,5,Centro Local,n�o,220390,Floriano,3a,Centro Subregional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,220390,Floriano,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220390,Floriano,3a,0,,,,,,,,,"MULTILINESTRING ((-42.532385889074426 -6.655396796332221, -43.023390013336986 -6.76739722110237))"
RedeUrbanaSintese_Regic2007.194,194,220170,Bertol�nia,5,Centro Local,n�o,220390,Floriano,3a,Centro Subregional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,220390,Floriano,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220390,Floriano,3a,0,,,,,,,,,"MULTILINESTRING ((-43.95139832530136 -7.641402638612525, -43.023390013336986 -6.76739722110237))"
RedeUrbanaSintese_Regic2007.195,195,220225,Canavieira,5,Centro Local,n�o,220390,Floriano,3a,Centro Subregional A,,,0,,230440,ACP de Fortaleza,221100,ACP de Teresina,0,,0,,220390,Floriano,0,,0,,0,,230440,ACP de Fortaleza,1c,221100,ACP de Teresina,2a,220390,Floriano,3a,0,,,,,,,,,"MULTILINESTRING ((-43.7213965042525 -7.688403180408311, -43.023390013336986 -6.76739722110237))"
